행정구분,성별,년도,값
광주,여자,1999,680855
광주,여자,2000,691252
광주,여자,2001,700975
광주,여자,2002,710911
광주,여자,2003,715696
광주,여자,2004,722701
광주,여자,2005,723042
광주,여자,2006,724732
광주,여자,2007,728910
광주,여자,2008,734204
광주,여자,2009,742036
광주,여자,2010,749737
광주,여자,2011,753822
광주,여자,2012,754868
광주,여자,2013,755063
광주,여자,2014,755306
광주,여자,2015,755658
광주,여자,2016,754673
광주,여자,2017,751006
광주,여자,2018,749717
광주,여자,2019,749592
광주,여자,2020,746572
광주,여자,2021,743061
광주,여자,2022,739334
광주,여자,2023,735626
광주,여자,2024,732041
광주,여자,2025,728568
광주,여자,2026,725203
광주,여자,2027,721956
광주,여자,2028,718803
광주,여자,2029,715673
광주,여자,2030,712523
광주,여자,2031,709309
광주,여자,2032,706023
광주,여자,2033,702636
광주,여자,2034,699119
광주,여자,2035,695449
광주,여자,2036,691595
광주,여자,2037,687579
광주,여자,2038,683385
광주,여자,2039,679000
광주,여자,2040,674409
광주,여자,2041,669631
광주,여자,2042,664672
광주,여자,2043,659547
광주,여자,2044,654230
광주,여자,2045,648693
광주,여자,2046,642962
광주,여자,2047,637026
대전,계,1970,548414
대전,계,1971,569050
대전,계,1972,590072
대전,계,1973,610596
대전,계,1974,630981
대전,계,1975,650941
대전,계,1976,683582
대전,계,1977,716734
대전,계,1978,750442
대전,계,1979,784747
대전,계,1980,820076
대전,계,1981,842954
대전,계,1982,863535
대전,계,1983,887444
대전,계,1984,918722
대전,계,1985,951943
대전,계,1986,964457
대전,계,1987,973775
대전,계,1988,984042
대전,계,1989,1003113
대전,계,1990,1035986
대전,계,1991,1083721
대전,계,1992,1133067
대전,계,1993,1183308
대전,계,1994,1234568
대전,계,1995,1286844
대전,계,1996,1315028
대전,계,1997,1338886
대전,계,1998,1358370
대전,계,1999,1377545
대전,계,2000,1396869
대전,계,2001,1417579
대전,계,2002,1433562
대전,계,2003,1453216
대전,계,2004,1460948
대전,계,2005,1469868
대전,계,2006,1481261
대전,계,2007,1493931
대전,계,2008,1501152
대전,계,2009,1508164
대전,계,2010,1515009
대전,계,2011,1528356
대전,계,2012,1540136
대전,계,2013,1545232
대전,계,2014,1552692
대전,계,2015,1542394
대전,계,2016,1536169
대전,계,2017,1527784
대전,계,2018,1517902
대전,계,2019,1508753
대전,계,2020,1500215
대전,계,2021,1491385
대전,계,2022,1482642
대전,계,2023,1475306
대전,계,2024,1468567
대전,계,2025,1462379
대전,계,2026,1456733
대전,계,2027,1451626
대전,계,2028,1446983
대전,계,2029,1442563
대전,계,2030,1438205
대전,계,2031,1433861
대전,계,2032,1429446
대전,계,2033,1424917
대전,계,2034,1420205
대전,계,2035,1415284
대전,계,2036,1410063
대전,계,2037,1404519
대전,계,2038,1398625
대전,계,2039,1392286
대전,계,2040,1385541
대전,계,2041,1378342
대전,계,2042,1370693
대전,계,2043,1362567
대전,계,2044,1353957
대전,계,2045,1344798
대전,계,2046,1335153
대전,계,2047,1325032
대전,남자,1970,279395
대전,남자,1971,290064
대전,남자,1972,300524
대전,남자,1973,310444
대전,남자,1974,320348
대전,남자,1975,329559
대전,남자,1976,346513
대전,남자,1977,363789
대전,남자,1978,381371
대전,남자,1979,399314
대전,남자,1980,417863
대전,남자,1981,428622
대전,남자,1982,438186
대전,남자,1983,449408
대전,남자,1984,464304
대전,남자,1985,480166
대전,남자,1986,486947
대전,남자,1987,491902
대전,남자,1988,497476
대전,남자,1989,507545
대전,남자,1990,524795
대전,남자,1991,549046
대전,남자,1992,574129
대전,남자,1993,599714
대전,남자,1994,625851
대전,남자,1995,652533
대전,남자,1996,666733
대전,남자,1997,678960
대전,남자,1998,688009
대전,남자,1999,697467
대전,남자,2000,707268
대전,남자,2001,717052
대전,남자,2002,724650
대전,남자,2003,734101
대전,남자,2004,737335
대전,남자,2005,741066
대전,남자,2006,747032
대전,남자,2007,753095
대전,남자,2008,756237
대전,남자,2009,759350
대전,남자,2010,762913
대전,남자,2011,769470
대전,남자,2012,774514
대전,남자,2013,776298
대전,남자,2014,779597
대전,남자,2015,774512
대전,남자,2016,771514
대전,남자,2017,766620
대전,남자,2018,761618
대전,남자,2019,756933
대전,남자,2020,752488
대전,남자,2021,747868
대전,남자,2022,743267
대전,남자,2023,739336
대전,남자,2024,735657
대전,남자,2025,732223
대전,남자,2026,729077
대전,남자,2027,726186
대전,남자,2028,723509
대전,남자,2029,720919
대전,남자,2030,718336
대전,남자,2031,715751
대전,남자,2032,713114
대전,남자,2033,710429
대전,남자,2034,707643
대전,남자,2035,704748
대전,남자,2036,701707
대전,남자,2037,698517
대전,남자,2038,695142
대전,남자,2039,691562
대전,남자,2040,687785
대전,남자,2041,683803
대전,남자,2042,679619
대전,남자,2043,675205
대전,남자,2044,670582
대전,남자,2045,665712
대전,남자,2046,660608
대전,남자,2047,655289
대전,여자,1970,269019
대전,여자,1971,278986
대전,여자,1972,289548
대전,여자,1973,300152
대전,여자,1974,310633
대전,여자,1975,321382
대전,여자,1976,337069
대전,여자,1977,352945
대전,여자,1978,369071
대전,여자,1979,385433
대전,여자,1980,402213
대전,여자,1981,414332
대전,여자,1982,425349
대전,여자,1983,438036
대전,여자,1984,454418
대전,여자,1985,471777
대전,여자,1986,477510
대전,여자,1987,481873
대전,여자,1988,486566
대전,여자,1989,495568
대전,여자,1990,511191
대전,여자,1991,534675
대전,여자,1992,558938
대전,여자,1993,583594
대전,여자,1994,608717
대전,여자,1995,634311
대전,여자,1996,648295
대전,여자,1997,659926
대전,여자,1998,670361
대전,여자,1999,680078
대전,여자,2000,689601
대전,여자,2001,700527
대전,여자,2002,708912
대전,여자,2003,719115
대전,여자,2004,723613
대전,여자,2005,728802
대전,여자,2006,734229
대전,여자,2007,740836
대전,여자,2008,744915
대전,여자,2009,748814
대전,여자,2010,752096
대전,여자,2011,758886
대전,여자,2012,765622
대전,여자,2013,768934
대전,여자,2014,773095
대전,여자,2015,767882
대전,여자,2016,764655
대전,여자,2017,761164
대전,여자,2018,756284
대전,여자,2019,751820
대전,여자,2020,747727
대전,여자,2021,743517
대전,여자,2022,739375
대전,여자,2023,735970
대전,여자,2024,732910
대전,여자,2025,730156
대전,여자,2026,727656
대전,여자,2027,725440
대전,여자,2028,723474
대전,여자,2029,721644
대전,여자,2030,719869
대전,여자,2031,718110
대전,여자,2032,716332
대전,여자,2033,714488
대전,여자,2034,712562
대전,여자,2035,710536
대전,여자,2036,708356
대전,여자,2037,706002
대전,여자,2038,703483
대전,여자,2039,700724
대전,여자,2040,697756
대전,여자,2041,694539
대전,여자,2042,691074
대전,여자,2043,687362
대전,여자,2044,683375
대전,여자,2045,679086
대전,여자,2046,674545
대전,여자,2047,669743
울산,계,1970,282596
울산,계,1971,299698
울산,계,1972,317409
울산,계,1973,335799
울산,계,1974,355047
울산,계,1975,374958
울산,계,1976,404576
울산,계,1977,436035
울산,계,1978,469631
울산,계,1979,505843
울산,계,1980,545538
울산,계,1981,571376
울산,계,1982,597995
울산,계,1983,625084
울산,계,1984,651499
울산,계,1985,676257
울산,계,1986,686049
울산,계,1987,703284
울산,계,1988,730661
울산,계,1989,762359
울산,계,1990,794065
울산,계,1991,829234
울산,계,1992,865654
울산,계,1993,902858
울산,계,1994,940877
울산,계,1995,979606
울산,계,1996,998430
울산,계,1997,1015754
울산,계,1998,1023077
울산,계,1999,1026735
울산,계,2000,1035658
울산,계,2001,1046883
울산,계,2002,1056936
울산,계,2003,1062369
울산,계,2004,1067380
울산,계,2005,1071339
울산,계,2006,1076340
울산,계,2007,1079299
울산,계,2008,1091665
울산,계,2009,1098027
울산,계,2010,1099035
울산,계,2011,1112079
울산,계,2012,1124659
울산,계,2013,1137472
울산,계,2014,1151171
울산,계,2015,1163719
울산,계,2016,1166202
울산,계,2017,1158787
울산,계,2018,1154482
울산,계,2019,1146561
울산,계,2020,1139703
울산,계,2021,1132709
울산,계,2022,1125775
울산,계,2023,1122835
울산,계,2024,1119830
울산,계,2025,1116754
울산,계,2026,1113553
울산,계,2027,1110222
울산,계,2028,1106743
울산,계,2029,1102970
울산,계,2030,1098810
울산,계,2031,1094238
울산,계,2032,1089284
울산,계,2033,1083880
울산,계,2034,1078043
울산,계,2035,1071754
울산,계,2036,1065063
울산,계,2037,1058018
울산,계,2038,1050611
울산,계,2039,1042822
울산,계,2040,1034690
울산,계,2041,1026248
울산,계,2042,1017455
울산,계,2043,1008306
울산,계,2044,998776
울산,계,2045,988816
울산,계,2046,978481
울산,계,2047,967750
울산,남자,1970,144194
울산,남자,1971,153335
울산,남자,1972,162640
울산,남자,1973,172194
울산,남자,1974,182247
울산,남자,1975,192340
울산,남자,1976,208029
울산,남자,1977,224801
울산,남자,1978,242774
울산,남자,1979,262180
울산,남자,1980,283361
울산,남자,1981,296602
울산,남자,1982,310318
울산,남자,1983,324335
울산,남자,1984,337998
울산,남자,1985,350826
울산,남자,1986,355942
울산,남자,1987,364868
울산,남자,1988,379213
울산,남자,1989,395855
울산,남자,1990,412832
울산,남자,1991,430990
울산,남자,1992,449825
울산,남자,1993,469098
울산,남자,1994,488792
울산,남자,1995,508820
울산,남자,1996,518006
울산,남자,1997,526644
울산,남자,1998,529087
울산,남자,1999,530018
울산,남자,2000,534677
울산,남자,2001,541403
울산,남자,2002,546969
울산,남자,2003,550588
울산,남자,2004,553383
울산,남자,2005,554975
울산,남자,2006,558244
울산,남자,2007,560664
울산,남자,2008,568153
울산,남자,2009,571366
울산,남자,2010,571568
울산,남자,2011,578008
울산,남자,2012,584553
울산,남자,2013,591049
울산,남자,2014,598273
울산,남자,2015,605412
울산,남자,2016,605913
울산,남자,2017,600998
울산,남자,2018,598784
울산,남자,2019,594212
울산,남자,2020,590342
울산,남자,2021,586393
울산,남자,2022,582427
울산,남자,2023,580762
울산,남자,2024,579009
울산,남자,2025,577191
울산,남자,2026,575280
울산,남자,2027,573311
울산,남자,2028,571270
울산,남자,2029,569074
울산,남자,2030,566668
울산,남자,2031,564073
울산,남자,2032,561289
울산,남자,2033,558281
울산,남자,2034,555039
울산,남자,2035,551559
울산,남자,2036,547859
울산,남자,2037,543947
울산,남자,2038,539813
울산,남자,2039,535456
울산,남자,2040,530905
울산,남자,2041,526216
울산,남자,2042,521353
울산,남자,2043,516343
울산,남자,2044,511194
울산,남자,2045,505858
울산,남자,2046,500383
울산,남자,2047,494762
울산,여자,1970,138402
울산,여자,1971,146363
울산,여자,1972,154769
울산,여자,1973,163605
울산,여자,1974,172800
울산,여자,1975,182618
울산,여자,1976,196547
울산,여자,1977,211234
울산,여자,1978,226857
울산,여자,1979,243663
울산,여자,1980,262177
울산,여자,1981,274774
울산,여자,1982,287677
울산,여자,1983,300749
울산,여자,1984,313501
울산,여자,1985,325431
울산,여자,1986,330107
울산,여자,1987,338416
울산,여자,1988,351448
울산,여자,1989,366504
울산,여자,1990,381233
울산,여자,1991,398244
울산,여자,1992,415829
울산,여자,1993,433760
울산,여자,1994,452085
울산,여자,1995,470786
울산,여자,1996,480424
울산,여자,1997,489110
울산,여자,1998,493990
울산,여자,1999,496717
울산,여자,2000,500981
울산,여자,2001,505480
울산,여자,2002,509967
울산,여자,2003,511781
울산,여자,2004,513997
울산,여자,2005,516364
울산,여자,2006,518096
울산,여자,2007,518635
울산,여자,2008,523512
울산,여자,2009,526661
울산,여자,2010,527467
울산,여자,2011,534071
울산,여자,2012,540106
울산,여자,2013,546423
울산,여자,2014,552898
울산,여자,2015,558307
울산,여자,2016,560289
울산,여자,2017,557789
울산,여자,2018,555698
울산,여자,2019,552349
울산,여자,2020,549361
울산,여자,2021,546316
울산,여자,2022,543348
울산,여자,2023,542073
울산,여자,2024,540821
울산,여자,2025,539563
울산,여자,2026,538273
울산,여자,2027,536911
울산,여자,2028,535473
울산,여자,2029,533896
울산,여자,2030,532142
울산,여자,2031,530165
울산,여자,2032,527995
울산,여자,2033,525599
울산,여자,2034,523004
울산,여자,2035,520195
울산,여자,2036,517204
울산,여자,2037,514071
울산,여자,2038,510798
울산,여자,2039,507366
울산,여자,2040,503785
울산,여자,2041,500032
울산,여자,2042,496102
울산,여자,2043,491963
울산,여자,2044,487582
울산,여자,2045,482958
울산,여자,2046,478098
울산,여자,2047,472988
세종,계,2000,0
세종,계,2001,0
세종,계,2002,0
세종,계,2003,0
세종,계,2004,0
세종,계,2005,0
세종,계,2006,0
세종,계,2007,0
세종,계,2008,0
세종,계,2009,0
세종,계,2010,0
세종,계,2011,0
세종,계,2012,102157
세종,계,2013,118463
세종,계,2014,132437
세종,계,2015,187202
세종,계,2016,234410
세종,계,2017,265517
세종,계,2018,303582
세종,계,2019,331136
세종,계,2020,348867
세종,계,2021,365128
세종,계,2022,380290
세종,계,2023,395907
세종,계,2024,410614
세종,계,2025,424510
세종,계,2026,437698
세종,계,2027,450256
세종,계,2028,462221
세종,계,2029,473639
세종,계,2030,484497
세종,계,2031,494813
세종,계,2032,504581
세종,계,2033,513824
세종,계,2034,522535
세종,계,2035,530689
세종,계,2036,538338
세종,계,2037,545484
세종,계,2038,552135
세종,계,2039,558300
세종,계,2040,564035
세종,계,2041,569388
세종,계,2042,574387
세종,계,2043,579056
세종,계,2044,583416
세종,계,2045,587488
세종,계,2046,591259
세종,계,2047,594696
세종,남자,2000,0
세종,남자,2001,0
세종,남자,2002,0
세종,남자,2003,0
세종,남자,2004,0
세종,남자,2005,0
세종,남자,2006,0
세종,남자,2007,0
세종,남자,2008,0
세종,남자,2009,0
세종,남자,2010,0
세종,남자,2011,0
세종,남자,2012,52900
세종,남자,2013,61123
세종,남자,2014,68048
세종,남자,2015,94881
세종,남자,2016,118560
세종,남자,2017,133811
세종,남자,2018,152729
세종,남자,2019,166608
세종,남자,2020,175431
세종,남자,2021,183535
세종,남자,2022,191102
세종,남자,2023,198814
세종,남자,2024,206092
세종,남자,2025,212988
세종,남자,2026,219549
세종,남자,2027,225815
세종,남자,2028,231807
세종,남자,2029,237539
세종,남자,2030,243005
세종,남자,2031,248215
세종,남자,2032,253175
세종,남자,2033,257898
세종,남자,2034,262365
세종,남자,2035,266561
세종,남자,2036,270497
세종,남자,2037,274173
세종,남자,2038,277592
세종,남자,2039,280749
세종,남자,2040,283671
세종,남자,2041,286382
세종,남자,2042,288894
세종,남자,2043,291216
세종,남자,2044,293381
세종,남자,2045,295403
세종,남자,2046,297276
세종,남자,2047,298992
세종,여자,2000,0
세종,여자,2001,0
세종,여자,2002,0
세종,여자,2003,0
세종,여자,2004,0
세종,여자,2005,0
세종,여자,2006,0
세종,여자,2007,0
세종,여자,2008,0
세종,여자,2009,0
세종,여자,2010,0
세종,여자,2011,0
세종,여자,2012,49257
세종,여자,2013,57340
세종,여자,2014,64389
세종,여자,2015,92321
세종,여자,2016,115850
세종,여자,2017,131706
세종,여자,2018,150853
세종,여자,2019,164528
세종,여자,2020,173436
세종,여자,2021,181593
세종,여자,2022,189188
세종,여자,2023,197093
세종,여자,2024,204522
세종,여자,2025,211522
세종,여자,2026,218149
세종,여자,2027,224441
세종,여자,2028,230414
세종,여자,2029,236100
세종,여자,2030,241492
세종,여자,2031,246598
세종,여자,2032,251406
세종,여자,2033,255926
세종,여자,2034,260170
세종,여자,2035,264128
세종,여자,2036,267841
세종,여자,2037,271311
세종,여자,2038,274543
세종,여자,2039,277551
세종,여자,2040,280364
세종,여자,2041,283006
세종,여자,2042,285493
세종,여자,2043,287840
세종,여자,2044,290035
세종,여자,2045,292085
세종,여자,2046,293983
세종,여자,2047,295704
경기,계,1970,2636096
경기,계,1971,2732577
경기,계,1972,2829428
경기,계,1973,2926725
경기,계,1974,3025206
경기,계,1975,3124725
경기,계,1976,3249707
경기,계,1977,3376630
경기,계,1978,3505494
경기,계,1979,3637154
경기,계,1980,3774067
경기,계,1981,3876181
경기,계,1982,4022714
경기,계,1983,4247247
경기,계,1984,4480444
경기,계,1985,4696641
경기,계,1986,5001303
경기,계,1987,5291325
경기,계,1988,5499098
경기,계,1989,5690707
경기,계,1990,5972092
경기,계,1991,6294496
경기,계,1992,6634393
경기,계,1993,6987963
경기,계,1994,7355945
경기,계,1995,7737864
경기,계,1996,8131905
경기,계,1997,8449371
경기,계,1998,8681978
경기,계,1999,8892806
경기,계,2000,9146445
경기,계,2001,9451079
경기,계,2002,9813893
경기,계,2003,10149261
경기,계,2004,10415516
경기,계,2005,10625127
경기,계,2006,10853412
경기,계,2007,11056824
경기,계,2008,11266554
경기,계,2009,11413244
경기,계,2010,11618962
경기,계,2011,11825310
경기,계,2012,11974482
경기,계,2013,12126274
경기,계,2014,12282013
경기,계,2015,12423017
경기,계,2016,12600313
경기,계,2017,12785790
경기,계,2018,13031356
경기,계,2019,13237797
경기,계,2020,13405223
경기,계,2021,13554031
경기,계,2022,13689333
경기,계,2023,13785351
경기,계,2024,13874918
경기,계,2025,13958914
경기,계,2026,14037547
경기,계,2027,14110894
경기,계,2028,14178631
경기,계,2029,14239648
경기,계,2030,14293645
경기,계,2031,14340069
경기,계,2032,14378644
경기,계,2033,14409176
경기,계,2034,14431431
경기,계,2035,14445090
경기,계,2036,14450123
경기,계,2037,14446651
경기,계,2038,14434930
경기,계,2039,14415159
경기,계,2040,14387681
경기,계,2041,14352684
경기,계,2042,14310457
경기,계,2043,14260984
경기,계,2044,14204013
경기,계,2045,14139480
경기,계,2046,14067342
경기,계,2047,13987630
경기,남자,1970,1333474
경기,남자,1971,1383423
경기,남자,1972,1431085
경기,남자,1973,1477871
경기,남자,1974,1525576
경기,남자,1975,1571451
경기,남자,1976,1635693
경기,남자,1977,1701077
경기,남자,1978,1767513
경기,남자,1979,1835609
경기,남자,1980,1906744
경기,남자,1981,1958955
경기,남자,1982,2033715
경기,남자,1983,2148239
경기,남자,1984,2267550
경기,남자,1985,2379231
경기,남자,1986,2531145
경기,남자,1987,2674949
경기,남자,1988,2778384
경기,남자,1989,2874099
경기,남자,1990,3017748
경기,남자,1991,3182537
경기,남자,1992,3356131
경기,남자,1993,3536996
경기,남자,1994,3725515
경기,남자,1995,3921415
경기,남자,1996,4122997
경기,남자,1997,4285048
경기,남자,1998,4396378
경기,남자,1999,4499333
경기,남자,2000,4630358
경기,남자,2001,4789459
경기,남자,2002,4973676
경기,남자,2003,5145856
경기,남자,2004,5280598
경기,남자,2005,5385497
경기,남자,2006,5504138
경기,남자,2007,5610309
경기,남자,2008,5716511
경기,남자,2009,5785465
경기,남자,2010,5888330
경기,남자,2011,5991599
경기,남자,2012,6060641
경기,남자,2013,6131745
경기,남자,2014,6209792
경기,남자,2015,6282002
경기,남자,2016,6367061
경기,남자,2017,6467424
경기,남자,2018,6597907
경기,남자,2019,6707102
경기,남자,2020,6793392
경기,남자,2021,6869092
경기,남자,2022,6936963
경기,남자,2023,6982523
경기,남자,2024,7024376
경기,남자,2025,7063120
경기,남자,2026,7098978
경기,남자,2027,7131994
경기,남자,2028,7162011
경기,남자,2029,7188546
경기,남자,2030,7211331
경기,남자,2031,7230256
경기,남자,2032,7245228
경기,남자,2033,7256149
경기,남자,2034,7262864
경기,남자,2035,7265075
경기,남자,2036,7262858
경기,남자,2037,7256310
경기,남자,2038,7245464
경기,남자,2039,7230370
경기,남자,2040,7211354
경기,남자,2041,7188641
경기,남자,2042,7162264
경기,남자,2043,7132306
경기,남자,2044,7098688
경기,남자,2045,7061493
경기,남자,2046,7020757
경기,남자,2047,6976440
경기,여자,1970,1302622
경기,여자,1971,1349154
경기,여자,1972,1398343
경기,여자,1973,1448854
경기,여자,1974,1499630
경기,여자,1975,1553274
경기,여자,1976,1614014
경기,여자,1977,1675553
경기,여자,1978,1737981
경기,여자,1979,1801545
경기,여자,1980,1867323
경기,여자,1981,1917226
경기,여자,1982,1988999
경기,여자,1983,2099008
경기,여자,1984,2212894
경기,여자,1985,2317410
경기,여자,1986,2470158
경기,여자,1987,2616376
경기,여자,1988,2720714
경기,여자,1989,2816608
경기,여자,1990,2954344
경기,여자,1991,3111959
경기,여자,1992,3278262
경기,여자,1993,3450967
경기,여자,1994,3630430
경기,여자,1995,3816449
경기,여자,1996,4008908
경기,여자,1997,4164323
경기,여자,1998,4285600
경기,여자,1999,4393473
경기,여자,2000,4516087
경기,여자,2001,4661620
경기,여자,2002,4840217
경기,여자,2003,5003405
경기,여자,2004,5134918
경기,여자,2005,5239630
경기,여자,2006,5349274
경기,여자,2007,5446515
경기,여자,2008,5550043
경기,여자,2009,5627779
경기,여자,2010,5730632
경기,여자,2011,5833711
경기,여자,2012,5913841
경기,여자,2013,5994529
경기,여자,2014,6072221
경기,여자,2015,6141015
경기,여자,2016,6233252
경기,여자,2017,6318366
경기,여자,2018,6433449
경기,여자,2019,6530695
경기,여자,2020,6611831
경기,여자,2021,6684939
경기,여자,2022,6752370
경기,여자,2023,6802828
경기,여자,2024,6850542
경기,여자,2025,6895794
경기,여자,2026,6938569
경기,여자,2027,6978900
경기,여자,2028,7016620
경기,여자,2029,7051102
경기,여자,2030,7082314
경기,여자,2031,7109813
경기,여자,2032,7133416
경기,여자,2033,7153027
경기,여자,2034,7168567
경기,여자,2035,7180015
경기,여자,2036,7187265
경기,여자,2037,7190341
경기,여자,2038,7189466
경기,여자,2039,7184789
경기,여자,2040,7176327
경기,여자,2041,7164043
경기,여자,2042,7148193
경기,여자,2043,7128678
경기,여자,2044,7105325
경기,여자,2045,7077987
경기,여자,2046,7046585
경기,여자,2047,7011190
강원,계,1970,1913786
강원,계,1971,1914127
강원,계,1972,1912413
강원,계,1973,1907958
강원,계,1974,1901603
강원,계,1975,1892974
강원,계,1976,1881368
강원,계,1977,1868787
강원,계,1978,1854385
강원,계,1979,1839084
강원,계,1980,1824032
강원,계,1981,1819806
강원,계,1982,1814259
강원,계,1983,1795868
강원,계,1984,1766197
강원,계,1985,1740348
강원,계,1986,1720598
강원,계,1987,1692120
강원,계,1988,1653464
강원,계,1989,1607158
강원,계,1990,1561838
강원,계,1991,1546504
강원,계,1992,1531591
강원,계,1993,1515652
강원,계,1994,1498849
강원,계,1995,1481781
강원,계,1996,1483026
강원,계,1997,1489229
강원,계,1998,1501714
강원,계,1999,1512746
강원,계,2000,1515605
강원,계,2001,1516664
강원,계,2002,1510448
강원,계,2003,1501318
강원,계,2004,1496907
강원,계,2005,1488881
강원,계,2006,1481855
강원,계,2007,1476484
강원,계,2008,1480389
강원,계,2009,1485148
강원,계,2010,1488794
강원,계,2011,1497944
강원,계,2012,1504234
강원,계,2013,1505686
강원,계,2014,1510198
강원,계,2015,1516636
강원,계,2016,1520686
강원,계,2017,1520879
강원,계,2018,1520816
강원,계,2019,1516629
강원,계,2020,1515112
강원,계,2021,1513263
강원,계,2022,1511432
강원,계,2023,1511671
강원,계,2024,1512075
강원,계,2025,1512667
강원,계,2026,1513521
강원,계,2027,1514712
강원,계,2028,1516185
강원,계,2029,1517755
강원,계,2030,1519322
강원,계,2031,1520806
강원,계,2032,1522062
강원,계,2033,1522968
강원,계,2034,1523425
강원,계,2035,1523392
강원,계,2036,1522722
강원,계,2037,1521376
강원,계,2038,1519367
강원,계,2039,1516683
강원,계,2040,1513324
강원,계,2041,1509350
강원,계,2042,1504788
강원,계,2043,1499621
강원,계,2044,1493836
강원,계,2045,1487360
강원,계,2046,1480123
강원,계,2047,1472155
강원,남자,1970,984821
강원,남자,1971,986296
강원,남자,1972,984990
강원,남자,1973,981784
강원,남자,1974,978003
강원,남자,1975,972070
강원,남자,1976,966392
강원,남자,1977,960192
강원,남자,1978,953040
강원,남자,1979,945399
강원,남자,1980,937969
강원,남자,1981,935761
강원,남자,1982,932884
강원,남자,1983,923325
강원,남자,1984,907988
강원,남자,1985,894828
강원,남자,1986,882825
강원,남자,1987,866096
강원,남자,1988,844455
강원,남자,1989,819111
강원,남자,1990,794600
강원,남자,1991,786213
강원,남자,1992,777992
강원,남자,1993,769263
강원,남자,1994,760102
강원,남자,1995,750848
강원,남자,1996,750592
강원,남자,1997,753190
강원,남자,1998,758827
강원,남자,1999,763790
강원,남자,2000,764311
강원,남자,2001,764417
강원,남자,2002,761242
강원,남자,2003,757473
강원,남자,2004,756039
강원,남자,2005,752204
강원,남자,2006,748942
강원,남자,2007,746613
강원,남자,2008,749398
강원,남자,2009,751832
강원,남자,2010,753379
강원,남자,2011,757935
강원,남자,2012,761014
강원,남자,2013,760774
강원,남자,2014,763051
강원,남자,2015,767652
강원,남자,2016,769110
강원,남자,2017,768854
강원,남자,2018,768694
강원,남자,2019,766033
강원,남자,2020,764926
강원,남자,2021,763685
강원,남자,2022,762463
강원,남자,2023,762616
강원,남자,2024,762790
강원,남자,2025,763000
강원,남자,2026,763295
강원,남자,2027,763740
강원,남자,2028,764340
강원,남자,2029,765031
강원,남자,2030,765756
강원,남자,2031,766476
강원,남자,2032,767094
강원,남자,2033,767527
강원,남자,2034,767720
강원,남자,2035,767629
강원,남자,2036,767179
강원,남자,2037,766310
강원,남자,2038,765058
강원,남자,2039,763407
강원,남자,2040,761345
강원,남자,2041,758923
강원,남자,2042,756154
강원,남자,2043,753072
강원,남자,2044,749711
강원,남자,2045,746037
강원,남자,2046,742054
강원,남자,2047,737771
강원,여자,1970,928965
강원,여자,1971,927831
강원,여자,1972,927423
강원,여자,1973,926174
강원,여자,1974,923600
강원,여자,1975,920904
강원,여자,1976,914976
강원,여자,1977,908595
강원,여자,1978,901345
강원,여자,1979,893685
강원,여자,1980,886063
강원,여자,1981,884045
강원,여자,1982,881375
강원,여자,1983,872543
강원,여자,1984,858209
강원,여자,1985,845520
강원,여자,1986,837773
강원,여자,1987,826024
강원,여자,1988,809009
강원,여자,1989,788047
강원,여자,1990,767238
강원,여자,1991,760291
강원,여자,1992,753599
강원,여자,1993,746389
강원,여자,1994,738747
강원,여자,1995,730933
강원,여자,1996,732434
강원,여자,1997,736039
강원,여자,1998,742887
강원,여자,1999,748956
강원,여자,2000,751294
강원,여자,2001,752247
강원,여자,2002,749206
강원,여자,2003,743845
강원,여자,2004,740868
강원,여자,2005,736677
강원,여자,2006,732913
강원,여자,2007,729871
강원,여자,2008,730991
강원,여자,2009,733316
강원,여자,2010,735415
강원,여자,2011,740009
강원,여자,2012,743220
강원,여자,2013,744912
강원,여자,2014,747147
강원,여자,2015,748984
강원,여자,2016,751576
강원,여자,2017,752025
강원,여자,2018,752122
강원,여자,2019,750596
강원,여자,2020,750186
강원,여자,2021,749578
강원,여자,2022,748969
강원,여자,2023,749055
강원,여자,2024,749285
강원,여자,2025,749667
강원,여자,2026,750226
강원,여자,2027,750972
강원,여자,2028,751845
강원,여자,2029,752724
강원,여자,2030,753566
강원,여자,2031,754330
강원,여자,2032,754968
강원,여자,2033,755441
강원,여자,2034,755705
강원,여자,2035,755763
강원,여자,2036,755543
강원,여자,2037,755066
강원,여자,2038,754309
강원,여자,2039,753276
강원,여자,2040,751979
강원,여자,2041,750427
강원,여자,2042,748634
강원,여자,2043,746549
강원,여자,2044,744125
강원,여자,2045,741323
강원,여자,2046,738069
강원,여자,2047,734384
충북,계,1970,1516178
충북,계,1971,1525475
충북,계,1972,1531955
충북,계,1973,1537267
충북,계,1974,1541609
충북,계,1975,1546369
충북,계,1976,1529420
충북,계,1977,1511115
충북,계,1978,1491150
충북,계,1979,1470423
충북,계,1980,1449745
충북,계,1981,1445633
충북,계,1982,1441172
충북,계,1983,1431592
충북,계,1984,1415867
충북,계,1985,1402992
충북,계,1986,1396956
충북,계,1987,1390268
충북,계,1988,1380691
충북,계,1989,1373390
충북,계,1990,1373711
충북,계,1991,1382888
충북,계,1992,1391971
충북,계,1993,1399655
충북,계,1994,1406139
충북,계,1995,1411922
충북,계,1996,1431461
충북,계,1997,1451658
충북,계,1998,1469263
충북,계,1999,1483466
충북,계,2000,1494377
충북,계,2001,1499275
충북,계,2002,1495860
충북,계,2003,1491154
