楷飞喊,矫痢,扁措咯疙(傈眉)[斥],扁措咯疙(巢磊)[斥],扁措咯疙(咯磊)[斥],荤噶犬伏(傈眉),荤噶犬伏(巢磊),荤噶犬伏(咯磊),积粮磊(傈眉),积粮磊(巢磊),积粮磊(咯磊),沥瘤牢备(傈眉),沥瘤牢备(巢磊),沥瘤牢备(咯磊),醚积粮斥荐(傈眉),醚积粮斥荐(巢磊),醚积粮斥荐(咯磊),荤噶磊(傈眉),荤噶磊(巢磊),荤噶磊(咯磊)
72技,2008 斥,13.29408,11.48019,14.76871,0.02367,0.03424,0.01507,78916.4361,70775.22793,87058.21461,77982.59578,69563.38276,86402.3724,1049121.636,812512.9966,1285737.897,1867.68064,2423.69036,1311.68442
72技,2009 斥,13.67103,11.8316,15.18132,0.02209,0.03198,0.01396,79622.66219,71799.27322,87446.64047,78743.42211,70651.21272,86836.2143,1088524.153,849500.6224,1327555.805,1758.48016,2296.12101,1220.85233
72技,2010 斥,13.71162,11.84563,15.24999,0.02149,0.03131,0.0134,80199.33282,72482.30675,87918.84369,79337.55449,71347.57185,87329.99524,1099663.065,858598.8018,1340761.472,1723.55666,2269.46981,1177.6969
72技,2011 斥,13.87258,11.99678,15.43188,0.02041,0.02996,0.01246,81096.82329,73625.45679,88569.70838,80269.38224,72522.53165,88017.73593,1125022.553,883268.6787,1366797.538,1654.8821,2205.85029,1103.94491
72技,2012 斥,13.90044,12.04544,15.45281,0.02001,0.029,0.01249,81840.63871,74572.40094,89109.94996,81021.68024,73491.02975,88553.39347,1137620.921,898257.3257,1376999.487,1637.91694,2162.74239,1113.11297
72技,2013 斥,14.28029,12.42479,15.85153,0.0188,0.02709,0.01179,82549.53906,75701.77012,89397.8561,81773.50747,74676.50684,88871.05105,1178831.669,940578.4051,1417092.853,1552.06317,2050.52656,1053.61009
72技,2014 斥,14.54935,12.66376,16.15847,0.01763,0.02551,0.0109,83357.83751,76763.53824,89953.04412,82623.10766,75784.42438,89462.69028,1212802.732,972115.0467,1453503.721,1469.4597,1958.22772,980.70768
72技,2015 斥,14.6382,12.84099,16.18222,0.01697,0.02438,0.01061,83956.40133,77594.55435,90319.13703,83244.06277,76648.8567,89840.15001,1228970.937,996391.1565,1461563.807,1424.67713,1891.39529,957.97405
72技,2016 斥,14.83424,13.04093,16.38626,0.01585,0.02286,0.00979,84454.10481,78363.36909,90545.87045,83784.59831,77467.56066,90102.65772,1252812.053,1021931.204,1483708.182,1339.013,1791.61688,886.42546
72技,2017 斥,14.97826,13.21417,16.51239,0.01467,0.02101,0.00915,85216.17233,79275.53364,91158.22072,84591.3112,78442.85459,90741.16716,1276389.723,1047560.389,1505240.173,1249.72227,1665.3581,834.10712
72技,2018 斥,15.03686,13.25222,16.59101,0.01418,0.02058,0.00861,85255.5528,79370.99555,91141.66346,84651.00844,78554.16774,90749.39153,1281975.413,1051842.221,1512131.963,1209.08872,1633.65562,784.54386
73技,1970 斥,8.82161,6.91495,9.82659,0.05781,0.08534,0.0433,39621.7237,27352.91614,51894.17243,38476.48076,26185.81296,50770.68449,349527.2838,189143.9376,509942.8121,2290.48588,2334.20636,2246.97588
73技,1971 斥,8.8589,6.92281,9.88183,0.05775,0.08544,0.04313,40254.54797,27833.06383,52679.54453,39092.09757,26644.00109,51543.60505,356611.191,192683.0813,520570.4862,2324.9008,2378.12548,2271.87898
73技,1972 斥,8.89635,6.93073,9.93754,0.0577,0.08555,0.04295,40876.10987,28310.15999,53445.44441,39696.75952,27099.21942,52297.58663,363648.0401,196210.0479,531116.2219,2358.70069,2421.88114,2295.71556
73技,1973 斥,8.93395,6.93866,9.99371,0.05766,0.08566,0.04278,41486.31064,28783.47219,54192.40721,40290.31309,27550.6432,53033.14717,370636.542,199718.8481,541583.4324,2391.99511,2465.65798,2318.52009
73技,1974 斥,8.97171,6.94663,10.05036,0.05761,0.08578,0.04261,42085.70872,29253.58779,54920.96264,40873.35752,27998.95831,53750.79946,377580.5906,203213.8349,551975.5547,2424.70241,2509.25897,2340.32635
73技,1975 斥,9.00961,6.95463,10.10749,0.05757,0.08588,0.04244,42674.88199,29721.1402,55631.63326,41446.51512,28444.90351,54451.04958,384484.228,206699.6509,562296.0324,2456.73375,2552.47338,2361.16736
73技,1976 斥,9.04769,6.96267,10.1651,0.05753,0.08599,0.04227,43253.71756,30185.38963,56324.9332,42009.61746,28887.64404,55134.39553,391346.4401,210170.8336,572548.3012,2488.2002,2595.49119,2381.07533
73技,1977 斥,9.08596,6.97073,10.22319,0.05748,0.08609,0.04211,43822.43917,30646.27922,57001.36696,42562.88203,29327.12619,55801.32615,398168.7172,213626.95,582735.7763,2519.11428,2638.30605,2400.08162
73技,1978 斥,9.1244,6.97882,10.28178,0.05745,0.08619,0.04194,44381.26735,31103.75607,57661.42859,43106.52321,29763.30006,56452.32022,404952.5471,217067.5931,592861.8416,2549.48826,2680.91201,2418.21674
73技,1979 斥,9.16304,6.98694,10.34086,0.05741,0.0863,0.04177,44930.41897,31557.77124,58305.6009,43640.75192,30196.11954,57087.84575,411699.4102,220492.382,602929.8406,2579.33411,2723.30341,2435.5103
73技,1980 斥,9.20754,6.99314,10.42047,0.05776,0.08652,0.04201,45728.8832,32367.56439,59092.40035,44408.25071,30967.39724,57851.23904,421050.5601,226351.0337,615770.5547,2641.26498,2800.33431,2482.32263
73技,1981 斥,9.30476,7.1428,10.50195,0.05804,0.08657,0.04224,46494.34222,33141.54802,59849.0119,45144.98466,31706.93535,58584.85501,432618.6788,236723.4742,628531.6167,2698.71513,2869.22534,2528.31378
73技,1982 斥,9.40316,7.2978,10.58536,0.05792,0.08541,0.04248,47294.95151,34014.87307,60576.59872,45925.26923,32562.22072,59289.84108,444721.8433,248233.7057,641225.0831,2739.36456,2905.3047,2573.51528
73技,1983 斥,9.50513,7.45759,10.67073,0.0578,0.08427,0.04272,48078.69489,34882.36705,61276.29895,46689.33883,33412.59728,59967.31971,456994.3674,260138.3876,653862.912,2778.71213,2939.53953,2617.95849
73技,1984 斥,9.53177,7.54795,10.68257,0.05625,0.08109,0.04184,49402.43206,36274.6312,62532.84479,48013.06096,34803.91745,61224.74288,470892.698,273799.0657,668011.6211,2778.74221,2941.4275,2616.20383
73技,1985 斥,9.55872,7.63671,10.69426,0.05474,0.07805,0.04097,50693.47515,37654.99287,63735.26865,49306.00263,36185.59212,62429.63376,484564.9769,287560.2232,681601.7402,2774.94502,2938.80151,2611.26979
73技,1986 斥,9.58387,7.71702,10.71435,0.05297,0.07503,0.03961,52325.70806,39471.86914,65183.01869,50939.79946,37991.02363,63891.95504,501482.7103,304605.0136,698393.9796,2771.81721,2961.69102,2582.1273
73技,1987 斥,9.60971,7.79576,10.73405,0.05126,0.07215,0.0383,53921.93447,41268.11202,66579.34069,52539.99014,39779.27046,65304.20172,518173.9673,321716.3867,714666.2368,2763.88868,2977.68311,2550.27794
73技,1988 斥,9.68211,7.96556,10.76484,0.05016,0.07044,0.03737,55309.83753,42787.86575,67835.98783,53922.56718,41280.8495,66568.35858,535516.1031,340829.1461,730243.7401,2774.54069,3014.03249,2535.25849
73技,1989 斥,9.75671,8.13771,10.7951,0.04909,0.06877,0.03647,56664.67286,44285.85182,69048.11603,55273.83258,42763.00003,67789.17381,552860.8278,360385.4404,745381.5108,2781.68056,3045.70359,2517.88444
73技,1990 斥,10.02135,8.35336,11.09956,0.04815,0.06694,0.03601,57422.66234,45092.5295,69758.41116,56040.0984,43583.25152,68502.42606,575452.8016,376674.2654,774287.9716,2765.12787,3018.55597,2511.97021
73技,1991 斥,10.2935,8.56537,11.41927,0.04724,0.06516,0.03556,58162.90734,45889.01117,70443.06673,56789.23516,44393.98668,69190.59894,598700.0191,393056.5701,804408.5544,2747.34436,2990.04899,2504.93558
73技,1992 斥,10.35044,8.67707,11.45086,0.04553,0.063,0.03404,59260.72686,47021.98711,71505.38367,57911.78912,45540.82942,70288.5312,613374.5751,408012.9344,818797.9764,2697.87547,2962.31537,2433.70494
73技,1993 斥,10.51256,8.77295,11.66695,0.0439,0.06092,0.0326,60329.7831,48132.13078,72533.01096,59005.66803,46666.00791,71350.78132,634220.435,422260.9852,846239.2455,2648.23014,2932.24574,2364.45928
73技,1994 斥,10.57862,8.87862,11.71766,0.04323,0.05977,0.03215,61348.52033,49228.13668,73473.36404,60022.38273,47757.00023,72292.12888,648982.6747,437077.6965,860935.6385,2652.27521,2942.27291,2362.47033
73技,1995 斥,10.61162,8.98404,11.71249,0.04258,0.05864,0.03171,62342.66326,50308.99328,74379.73272,61015.53704,48833.93342,73200.46777,661556.3684,451977.8144,871171.7278,2654.25244,2950.11971,2358.52991
73技,1996 斥,10.68547,9.10407,11.77002,0.04158,0.05729,0.0308,63464.47187,51637.58824,75293.75727,62145.16941,50158.50077,74134.18989,678147.555,470112.4676,886208.9451,2638.60491,2958.17493,2319.13475
73技,1997 斥,10.8141,9.22454,11.91879,0.04061,0.05597,0.02993,64559.73768,52941.64235,76179.291,63248.98298,51460.09249,75039.30185,698155.2043,488362.292,907964.6229,2621.50941,2963.09971,2279.9783
73技,1998 斥,10.86947,9.31186,11.96632,0.03957,0.05435,0.02916,65674.64918,54274.85119,77074.88322,64375.22273,52799.88312,75950.98976,713848.5236,505399.7011,922302.7767,2598.8529,2949.93613,2247.78692
73技,1999 斥,10.86515,9.39838,11.91109,0.03856,0.05279,0.02841,66754.0853,55574.0172,77933.63079,65467.17504,54107.24793,76826.58961,725292.8736,522305.9368,928274.5987,2573.82053,2933.53854,2214.08236
73技,2000 斥,10.98958,9.53058,12.04455,0.0372,0.05122,0.02706,68146.27743,57196.80232,79097.1143,66878.75915,55732.0113,78026.97649,748898.918,545118.9422,952688.7921,2535.03656,2929.58203,2140.27562
73技,2001 斥,11.1117,9.66177,12.17423,0.03589,0.0497,0.02577,69488.18351,58774.06033,80203.51466,68241.18845,57313.55374,79170.00945,772131.956,567861.4479,976415.8951,2493.99012,2921.01317,2067.01043
73技,2002 斥,11.17487,9.76806,12.22266,0.03426,0.04702,0.02475,70503.64231,60192.15487,80817.2719,69295.95755,58777.04706,79816.9735,787869.3325,587960.6372,987801.9767,2415.36952,2830.21563,2000.5968
73技,2003 斥,11.48633,10.05326,12.56536,0.03275,0.0452,0.02338,71479.89534,61407.20573,81555.88798,70309.47108,60019.54955,80602.64156,821041.8805,617342.7377,1024778.983,2340.84852,2775.31237,1906.49285
73技,2004 斥,11.68968,10.20448,12.81426,0.03154,0.04427,0.0219,72577.63425,62549.2089,82607.58486,71433.16147,61164.80392,81703.02023,848409.5155,638281.8972,1058554.981,2288.94556,2768.80996,1809.12927
73技,2005 斥,11.89169,10.36347,13.06991,0.02988,0.04173,0.02075,73817.14945,64271.15513,83363.90648,72714.32428,62930.2007,82499.19916,877810.8861,666072.2729,1089558.598,2205.65036,2681.90886,1729.41464
73技,2006 斥,12.06328,10.50419,13.28034,0.02815,0.03996,0.01893,75230.47718,65962.26076,84500.49523,74171.67738,64644.49145,83700.6396,907526.6509,692879.9677,1122195.086,2117.59959,2635.53862,1599.71127
73技,2007 斥,12.3051,10.68113,13.59145,0.02725,0.0383,0.0185,76165.38408,67329.99026,85001.85976,75127.51989,66040.63737,84215.46952,937222.7586,719160.6464,1155298.215,2075.72838,2578.70576,1572.78049
73技,2008 斥,12.60421,10.86954,13.98699,0.02633,0.03788,0.01712,77048.75546,68351.53758,85746.53019,76034.40928,67056.98475,85012.38333,971139.0403,742949.6138,1199335.524,2028.69236,2589.10566,1468.29372
73技,2009 斥,12.96849,11.20596,14.38919,0.02456,0.03531,0.01589,77864.18203,69503.15221,86225.78814,76908.11966,68276.12271,85540.68582,1009780.731,778849.4096,1240719.591,1912.12475,2454.059,1370.20465
73技,2010 斥,13.00179,11.21235,14.45025,0.02418,0.03486,0.01553,78475.77616,70212.83694,86741.14679,77527.1045,68989.08092,86067.5301,1020325.511,787251.23,1253431.477,1897.34333,2447.51205,1347.23339
73技,2011 斥,13.15115,11.35187,14.62035,0.02283,0.0333,0.01428,79441.94119,71419.6065,87465.76347,78535.06949,70230.41848,86841.19112,1044753.17,810746.1471,1278779.802,1813.74339,2378.37604,1249.14471
73技,2012 斥,13.17411,11.39028,14.64196,0.02254,0.03252,0.01433,80202.72177,72409.65855,87996.83699,79298.80336,71232.28254,87366.36433,1056599.241,824766.296,1288446.094,1807.83682,2354.75203,1260.94532
73技,2013 斥,13.54435,11.75679,15.03462,0.02121,0.0305,0.01347,80997.47588,73651.24356,88344.24601,80138.45823,72528.10974,87749.33881,1097058.162,865901.8982,1328221.802,1718.03532,2246.26763,1189.81441
73技,2014 斥,13.80147,11.98218,15.33107,0.01993,0.02874,0.01253,81888.3778,74805.31052,88972.33644,81072.16317,73730.32732,88414.88148,1130179.625,896330.6224,1364041.031,1632.42927,2149.96638,1114.90992
73技,2015 斥,13.88226,12.14933,15.35033,0.01931,0.02761,0.01228,82531.7242,75703.15906,89361.16298,81734.70176,74657.94121,88812.32752,1145726.874,919742.2998,1371723.657,1594.04488,2090.43569,1097.67093
73技,2016 斥,14.06516,12.33436,15.54332,0.01819,0.02611,0.01143,83115.0918,76571.75222,89659.44499,82359.04953,75572.28469,89146.81875,1169027.455,944463.6433,1393605.524,1512.08455,1998.93505,1025.25249
73技,2017 斥,14.19375,12.48699,15.66026,0.01705,0.02428,0.01084,83966.45006,77610.17554,90324.1136,83250.70285,76668.09926,89834.68362,1191798.412,969117.534,1414499.005,1431.49442,1884.15256,978.85996
73技,2018 斥,14.24598,12.52021,15.73072,0.01623,0.02334,0.01012,84046.46407,77737.33993,90357.1196,83364.41025,76830.25433,89900.08512,1197324.404,973288.0536,1421382.571,1364.10764,1814.1712,914.06895
74技,1970 斥,8.33219,6.51345,9.2487,0.06406,0.09391,0.04901,37331.23782,25018.70978,49647.19655,36135.59145,23843.98317,48430.52052,311050.803,162958.1246,459172.1276,2391.29275,2349.45321,2433.35204
74技,1971 斥,8.37126,6.52286,9.30467,0.06392,0.09394,0.04876,37929.64717,25454.93835,50407.66556,36717.45027,24259.28456,49178.81977,317519.0935,166039.0802,469026.8811,2424.3938,2391.30758,2457.69157
74技,1972 斥,8.41052,6.53233,9.36112,0.06378,0.09398,0.0485,38517.40917,25888.27886,51149.72885,37289.0227,24671.81929,49909.31374,323951.2806,169110.8284,478818.6353,2456.77296,2432.91913,2480.83022
74技,1973 斥,8.44998,6.54189,9.41804,0.06365,0.09402,0.04825,39094.31553,26317.81421,51873.88712,37850.06759,25080.62512,50622.4826,330346.2289,172168.2049,488550.2853,2488.49589,2474.37818,2502.80904
74技,1974 斥,8.48963,6.55148,9.47544,0.06353,0.09406,0.048,39661.00631,26744.32883,52580.63628,38401.23968,25486.53587,51318.8022,336707.2331,175214.8766,498224.7553,2519.53326,2515.58591,2523.66817
74技,1975 斥,8.52943,6.56104,9.53333,0.0634,0.0941,0.04775,40218.14825,27168.66682,53270.4659,38943.2222,25890.44816,51998.74255,343037.7129,178254.7474,507844.9828,2549.8521,2556.43732,2543.4467
74技,1976 斥,8.56942,6.57064,9.59171,0.06328,0.09413,0.0475,40765.51736,27589.89845,53943.85787,39475.75907,26291.38713,52662.7665,349336.8226,181283.1895,517413.9057,2579.51658,2597.02264,2562.18273
74技,1977 斥,8.60962,6.58026,9.65059,0.06316,0.09416,0.04725,41303.32489,28007.97317,54601.28534,39999.05359,26689.30481,53311.32872,355605.8352,184299.8238,526934.4502,2608.5426,2637.33671,2579.91324
74技,1978 斥,8.65003,6.58992,9.70996,0.06304,0.0942,0.047,41831.77908,28422.84405,55243.21185,40513.30623,27084.15669,53944.87478,361846.0238,187304.2931,536409.5214,2636.94571,2677.37472,2596.67415
74技,1979 斥,8.69065,6.59961,9.76984,0.06292,0.09423,0.04676,42351.08486,28834.46783,55870.0906,41018.71433,27475.90175,54563.84047,368058.6583,190296.2625,545841.9948,2664.74107,2717.13217,2612.50026
74技,1980 斥,8.74131,6.60811,9.85548,0.06315,0.09437,0.04685,43087.61822,29567.23008,56610.07773,41727.11055,28172.16068,55284.06638,376642.3094,195383.6364,557919.3156,2721.01534,2790.13879,2652.02271
74技,1981 斥,8.84731,6.77241,9.94312,0.06307,0.09362,0.04693,43795.62709,30272.32267,57320.69812,42414.53675,28855.25027,55975.53414,387473.6941,205016.5389,569946.7617,2762.18068,2834.14481,2690.32798
74技,1982 斥,8.95054,6.93264,10.03283,0.06272,0.09198,0.04702,44555.58695,31109.56837,58003.08343,43158.41675,29678.91295,56639.35211,398796.574,215671.485,581935.242,2794.34041,2861.31085,2727.46265
74技,1983 斥,9.05751,7.09786,10.12466,0.06236,0.09037,0.04711,45299.98276,31942.82752,58658.34046,43887.49008,30499.54088,57276.60424,410305.0285,226725.7903,593895.5922,2824.98537,2886.57327,2763.47245
74技,1984 斥,9.07006,7.16988,10.12718,0.06103,0.08751,0.0463,46623.68985,33333.2037,59916.64096,45200.98632,31874.68582,58529.67657,422879.637,238995.1483,606786.8783,2845.40706,2917.03578,2773.92878
74技,1985 斥,9.08331,7.24085,10.12977,0.05972,0.08476,0.0455,47918.53012,34716.19136,61123.99886,46487.71342,33244.93976,59733.52359,435258.9742,251374.6311,619172.1065,2861.63341,2942.50319,2780.95054
74技,1986 斥,9.09198,7.30246,10.13567,0.05817,0.08205,0.04424,49553.89085,36510.17812,62600.89139,48112.72093,35012.36599,61216.26804,450542.9109,266613.9899,634502.0246,2882.33986,2995.62425,2769.2467
74技,1987 斥,9.10187,7.36312,10.14168,0.05664,0.07944,0.04301,51158.0458,38290.42891,64029.06275,49709.13043,36769.57296,62651.99167,465633.9772,281937.1162,649362.0351,2897.83073,3041.71191,2754.14216
74技,1988 斥,9.16705,7.53129,10.16337,0.05548,0.07741,0.04212,52535.29684,39773.83325,65300.72933,51078.02363,38234.30944,63925.59663,481593.5359,299548.2966,663675.3815,2914.54642,3079.04763,2750.2654
74技,1989 斥,9.23458,7.70178,10.18473,0.05433,0.07545,0.04124,53882.9923,41240.14823,66530.23159,52419.23349,39684.36566,65158.37716,497586.9953,317622.4403,677592.337,2927.51761,3111.56515,2743.70887
74技,1990 斥,9.50304,7.91679,10.49551,0.05272,0.07235,0.04043,54657.53447,42073.97353,67246.44095,53216.88009,40551.86193,65887.1029,519412.7032,333091.0139,705785.5456,2881.30876,3044.22321,2718.6761
74技,1991 斥,9.77904,8.12753,10.82187,0.05116,0.06941,0.03964,55415.56298,42898.96218,67938.13115,53998.05627,41410.21551,66591.71176,541910.7839,348662.5834,735217.9554,2835.01341,2977.49334,2692.83877
74技,1992 斥,9.82028,8.22685,10.83671,0.04973,0.06782,0.0382,56562.85139,44059.67174,69071.67874,55156.3431,42565.6643,67752.52915,555462.786,362472.105,748509.4452,2813.01659,2988.01489,2638.29916
74技,1993 斥,9.97225,8.30964,11.04324,0.04812,0.06622,0.03646,57681.55296,45199.88504,70168.55168,56293.71672,43703.26788,68889.3681,575214.767,375594.9773,774888.4642,2775.67249,2993.23432,2558.36717
74技,1994 斥,10.03404,8.41122,11.09033,0.04747,0.06497,0.03608,58696.24512,46285.86378,71110.89371,57303.15812,44782.37088,69828.11132,588960.292,389320.6963,788643.5097,2786.17401,3006.98579,2565.56478
74技,1995 斥,10.06126,8.51253,11.07967,0.04681,0.06374,0.03568,59688.41082,47358.87357,72021.20281,58291.41451,45849.64075,70736.36685,600540.8314,403143.881,797971.26,2793.9926,3018.46564,2569.67192
74技,1996 斥,10.12731,8.62693,11.12818,0.04576,0.06236,0.03468,60825.86695,48679.41331,72974.62252,59434.27073,47161.63538,71709.15533,616002.3856,419953.9669,812074.7552,2783.19245,3035.55586,2530.93437
74技,1997 斥,10.25064,8.7418,11.27108,0.04475,0.06101,0.03375,61938.22828,49978.54263,73899.3127,60552.45194,48453.85872,72652.41266,634906.2213,436902.1995,832925.321,2771.55267,3049.36784,2493.80009
74技,1998 斥,10.29671,8.81833,11.31077,0.04373,0.05943,0.03296,63075.79628,51324.91506,74827.0963,61696.78918,49799.8714,73594.11662,649473.3009,452599.818,846351.7869,2758.01418,3050.08732,2465.95936
74技,1999 斥,10.28082,8.89427,11.24476,0.04271,0.05789,0.03215,64180.26477,52640.47866,75719.54843,62809.82969,51116.88756,74502.2801,659825.6985,468198.6889,851448.009,2740.87017,3047.18221,2434.53667
74技,2000 斥,10.39487,9.01809,11.36562,0.04132,0.05633,0.03074,65611.24087,54267.22028,76956.83869,64255.55467,52738.7656,75774.02799,682020.1589,489386.9309,874661.8156,2711.3724,3056.90937,2365.6214
74技,2001 斥,10.50674,9.14091,11.48306,0.03999,0.05482,0.02939,66994.19339,55853.04716,78136.50424,65654.69546,54322.21262,76988.31964,703890.7675,510547.8941,897245.8856,2678.99586,3061.66909,2296.36921
74技,2002 斥,10.55356,9.22534,11.52021,0.03848,0.05193,0.02869,68088.27279,57361.93924,78816.6751,66778.2199,55872.43547,77686.03329,718573.3749,529183.5901,907985.0032,2620.10577,2979.00755,2261.28361
74技,2003 斥,10.8583,9.50546,11.85416,0.03663,0.04995,0.02683,69139.04682,58631.89337,79649.39514,67872.66197,57167.70757,78580.75272,750732.4094,557323.1881,944176.3418,2532.7697,2928.3716,2137.28483
74技,2004 斥,11.05407,9.65395,12.08998,0.0352,0.04871,0.0252,70288.68869,59780.39894,80798.4556,69051.74539,58324.48582,79780.45612,776976.354,577117.0933,976851.9603,2473.8866,2911.82624,2035.99894
74技,2005 斥,11.24256,9.79298,12.3362,0.03348,0.04623,0.02386,71611.4991,61589.24627,81634.49184,70412.76565,60165.53118,80660.72764,805096.5618,603142.0722,1007059.399,2397.4669,2847.43018,1947.5284
74技,2006 斥,11.3982,9.92054,12.52696,0.03158,0.04425,0.02189,73112.87759,63326.72214,82900.78396,71958.59151,61925.47307,81993.43324,833354.9735,628235.4763,1038494.446,2308.57215,2802.49813,1814.70145
74技,2007 斥,11.63584,10.0866,12.83824,0.03068,0.04297,0.02114,74089.6557,64751.28449,83429.07927,72953.11085,63360.17255,82547.08538,862095.2387,653120.0091,1071082.746,2273.08969,2782.22389,1763.98778
74技,2008 斥,11.93154,10.27779,13.22196,0.02907,0.04157,0.01932,75020.0631,65762.43192,84278.23647,73929.58493,64395.6079,83464.09627,895104.631,675892.6291,1114323.141,2180.95634,2733.64804,1628.28041
74技,2009 斥,12.28239,10.59781,13.61347,0.02745,0.03885,0.01845,75952.05728,67049.09321,84855.5835,74909.5024,65746.60484,84072.95438,932872.6114,710573.2869,1155178.905,2085.10977,2604.97675,1565.25822
74技,2010 斥,12.31154,10.59926,13.67034,0.02708,0.03861,0.01793,76578.43284,67765.32489,85393.9134,75541.54681,66457.19662,84628.2375,942798.4065,718262.149,1167363.947,2073.77205,2616.25654,1531.35182
74技,2011 斥,12.44674,10.7257,13.82493,0.02563,0.03704,0.01649,77628.1978,69041.23046,86216.61876,76633.51444,67762.71848,85505.74541,966218.1009,740515.7286,1191938.611,1989.36672,2557.02397,1421.74672
74技,2012 斥,12.46638,10.75633,13.84755,0.02551,0.03667,0.0165,78394.88495,70054.90652,86735.89167,77394.89235,68770.46191,86020.33796,977300.4378,753534.0134,1201079.729,1999.9852,2568.88921,1431.10742
74技,2013 斥,12.82703,11.1109,14.23304,0.02383,0.03419,0.01534,79279.44057,71404.97593,87154.4316,78334.77335,70184.29406,86485.77276,1016919.704,793373.7885,1240472.463,1889.33444,2441.36372,1337.31769
74技,2014 斥,13.07202,11.32195,14.51928,0.02259,0.03245,0.01444,80255.94854,72655.34413,87857.42652,79349.38889,71476.54529,87223.0962,1049107.462,822600.295,1275626.15,1813.1193,2357.59768,1268.66065
74技,2015 斥,13.14582,11.48014,14.53502,0.02179,0.031,0.01411,80937.67933,73612.72336,88263.49205,80055.81535,72471.72577,87640.75235,1063992.172,845084.3586,1282911.329,1763.72796,2281.99519,1245.4794
74技,2016 斥,13.31652,11.65158,14.71733,0.02083,0.02965,0.01341,81603.00725,74572.81717,88634.1925,80753.14468,73467.29254,88039.98162,1086668.405,868891.3586,1304458.705,1699.72514,2211.04925,1188.42176
74技,2017 斥,13.43125,11.78524,14.82635,0.01983,0.02815,0.01279,82534.95564,75726.02298,89345.25364,81716.51924,74660.35523,88774.03504,1108547.709,892449.4348,1324664.322,1636.87281,2131.3355,1142.4372
74技,2018 斥,13.47277,11.80743,14.88637,0.01878,0.0268,0.01197,82682.35643,75923.16874,89443.05065,81905.92439,74905.6222,88907.71896,1113959.994,896457.7993,1331482.486,1552.86408,2035.09307,1070.66338
75技,1970 斥,7.86822,6.13669,8.6996,0.0706,0.10335,0.05488,34939.94507,22669.25657,47213.8445,33706.5388,21497.77816,45918.39701,274915.2116,139114.1415,410741.607,2466.81255,2342.95681,2590.89499
75技,1971 斥,7.90874,6.14733,8.75596,0.07038,0.10332,0.05453,35505.25337,23063.63077,47949.97399,34255.82603,21872.11291,46642.52816,280801.6432,141779.7956,419848.0614,2498.85468,2383.03573,2614.89166
75技,1972 斥,7.94945,6.15804,8.8128,0.07016,0.10329,0.05419,36060.63622,23455.35973,48668.89864,34795.59115,22243.95271,47350.11076,286662.2579,144439.0091,428909.3215,2530.09014,2422.81403,2637.57575
75技,1973 斥,7.99043,6.16889,8.87013,0.06995,0.10327,0.05386,36605.81964,23843.43603,49371.07808,35325.54372,22612.2805,48041.58123,292496.1613,147087.5798,437927.8027,2560.55184,2462.31106,2658.99371
75技,1974 斥,8.03161,6.17978,8.92795,0.06974,0.10325,0.05352,37141.47305,24228.74291,50056.96812,35846.34813,22977.99208,48717.37268,298305.9934,149728.3407,446905.9531,2590.24986,2501.50167,2679.19087
75技,1975 斥,8.07296,6.19059,8.98626,0.06953,0.10322,0.05319,37668.29615,24612.2295,50727.01919,36358.69957,23342.04969,49377.91351,304094.4907,152364.2992,455846.2403,2619.19315,2540.35963,2698.21137
75技,1976 斥,8.11452,6.20144,9.04508,0.06933,0.10319,0.05286,38186.00078,24992.87581,51381.67514,36862.29535,23703.42562,50023.62608,309861.0636,154991.8024,464751.1392,2647.41087,2578.90037,2716.09812
75技,1977 斥,8.15631,6.21232,9.1044,0.06913,0.10316,0.05253,38694.7823,25370.63646,52021.3721,37357.32148,24062.07674,50654.92572,315606.7816,157610.519,473623.1214,2674.92163,2617.11944,2732.89277
75技,1978 斥,8.19834,6.22324,9.16422,0.06893,0.10313,0.05221,39194.83338,25745.46934,52646.5377,37843.96159,24417.96295,51272.21986,321332.7176,160220.1364,482464.6466,2701.74357,2655.01277,2748.63568
75技,1979 斥,8.24062,6.23419,9.22457,0.06874,0.1031,0.05189,39686.34379,26117.33566,53257.59034,38322.39663,24771.04737,51875.90737,327039.9439,162820.3607,491278.1544,2727.89433,2692.57659,2763.36594
75技,1980 斥,8.29684,6.24457,9.3153,0.06885,0.10315,0.05183,40366.60288,26777.09129,53958.05502,38977.01339,25396.04388,52559.85667,334915.1989,167211.4758,502635.2493,2779.17897,2762.09483,2796.39671
75技,1981 斥,8.40922,6.4203,9.40816,0.06844,0.10164,0.05176,41033.44641,27438.17787,54630.37015,39629.29751,26043.78373,53216.40984,345059.1574,176161.2886,513971.2276,2808.29781,2788.78829,2827.92061
75技,1982 斥,8.51599,6.58421,9.50321,0.06787,0.09949,0.0517,41761.24655,28248.25753,55275.62078,40344.17661,26843.0705,53846.62094,355638.1573,185992.572,525295.8899,2834.13987,2810.37406,2857.99969
75技,1983 斥,8.62666,6.75332,9.60051,0.06729,0.0974,0.05165,42474.9974,29056.25424,55894.86801,41045.8465,27641.26169,54451.52083,366417.5385,196226.2494,536618.988,2858.3018,2829.9851,2886.69436
75技,1984 斥,8.62708,6.80955,9.59453,0.06613,0.09474,0.0509,43778.28279,30416.16793,57142.71218,42330.80145,28975.31946,55688.52144,377678.6507,207120.4625,548257.2017,2894.96269,2881.69694,2908.3815
